"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL110","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PM005","PM010","PM020","PM030","PM035","PM040","PM050","PM060","PM070","PM080","PM090","PM100","PX030","PX040","PX020","PX050","PX010"
"2005","SE",486282,722.536496350365,"1184.35","3","2005","60","3",1924,"1","2","3","SE","2","NA",,"5","NA","NA","2","NA","NA",,"NA","12","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","1","NA","2","NA","NA","NA",394,0,0,0,0,0,0,0,0,0,14762,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",48628,"3",80,"1","9.1243"
"2005","SE",486291,722.536496350365,"NA","3","2005","45","2",1973,"2","1","1","SE","2","NA","3","1","NA","NA","2","1","3","5","40","12","0","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","2","NA",0,0,0,21245,1095,110,0,0,0,0,0,0,0,0,0,1,"1215","NA","NA","1949","NA","1","NA","1","NA","1","NA","5",48629,"3",31,"1","9.1243"
"2005","SE",486501,722.536496350365,"1319.57","4","2005","55","4",1944,"1","1","2","SE","2","NA","3","1","NA","NA","2","NA","3","3","20","12","0","NA","b-e","NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","1","NA",0,0,0,25568,0,0,0,0,0,0,0,0,0,0,0,1,"590.54","1","NA","NA","NA","1","NA","NA","NA","6","NA","5",48650,"2",60,"1","9.1243"
"2005","SE",486502,722.536496350365,"1219.14","3","2005","60","1",1947,"2","5","3","SE","2","NA","4","1","NA","NA","NA","NA","3","3","NA","12","8","NA","l-n","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA",29,0,0,28627,4189,0,0,0,0,0,0,0,0,0,0,1,"635.96","1","NA","NA","NA","1","1","1","31","6","NA","NA",48650,"3",57,"4","9.1243"
"2005","SE",486601,722.536496350365,"1245.39","1","2005","90","4",1978,"1","1","1","SE","1","NA","5","3","NA","1","2","1","NA",,"NA","1","2","NA",,"NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","NA","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"635.96","NA","1945","1937","NA","NA","NA","NA","NA","NA","NA","NA",48660,"2",26,"1","9.1243"
"2005","SE",486602,722.536496350365,"1259.87","2","2005","70","2",1978,"2","1","3","SE","2","5","6","1","NA","1","NA","NA","3","2","40","7","0","NA","l-n","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA","2","NA",184,171,0,14514,0,0,0,0,0,0,0,0,0,0,6512,1,"NA","NA","NA","NA","NA","4","1","1","NA","NA","NA","4",48660,"2",26,"3","9.1243"
"2005","SE",486681,722.536496350365,"1259.87","3","2005","80","2",1943,"2","2","3","SE","1","NA","3","1","NA","NA","NA","NA","3","5","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","NA","NA",0,0,0,16132,0,548,0,0,0,0,0,0,0,0,0,1,"NA","1","1929","NA","NA","NA","NA","NA","NA","NA","NA","4",48668,"3",61,"3","9.1243"
"2005","SE",486682,722.536496350365,"1184.35","3","2005","43","2",1943,"1","2","1","Other","2","NA","5","1","NA","1","2","NA","3","2","40","12","0","NA","l-n","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA","NA","1",0,329,0,0,0,0,3696,0,0,0,14971,0,0,0,0,1,"1171.59","NA","NA","NA","NA","1","1","1","NA","NA","NA","NA",48668,"3",61,"1","9.1243"
"2005","SE",486701,722.536496350365,"NA","3","2005","60","1",1960,"1","1","3","SE","2","5","4","1","NA","NA","NA","NA","3","3","40","12","0","NA","g","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","2","NA","2","NA",0,121,0,26359,49,269,0,0,0,0,0,0,0,0,0,1,"NA","1","NA","NA","NA","NA","NA","2","71","NA","NA","1",48670,"3",44,"1","9.1243"
"2005","SE",486702,722.536496350365,"1219.14","2","2005","NA","4",1957,"2","2","1","SE","2","NA","2","1","NA","NA","NA","NA","3","9","NA","12","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","2","NA",0,846,0,29562,0,0,0,0,0,0,0,0,0,0,0,1,"1124.99","NA","1943","NA","NA","2","NA","1","71","NA","NA","3",48670,"3",47,"1","9.1243"
"2005","SE",486851,722.536496350365,"1319.57","3","2005","NA","4",1955,"2","5","1","SE","2","NA","3","1","NA","NA","2","NA","NA","8","NA","0","0","NA",,"NA","11","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","NA","NA",0,0,0,21536,0,0,0,0,0,0,0,0,0,0,0,1,"295.27","1","1944","NA","NA","NA","1","NA","NA","NA","NA","NA",48685,"2",49,"1","9.1243"
"2005","SE",486852,722.536496350365,"NA","3","2005","60","1",1986,"1","1","3","SE","1","NA","2","4","NA","2","NA","NA","NA",,"NA","0","0","NA",,"NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","NA",0,0,0,93,0,0,0,0,0,0,0,0,0,0,1003,1,"NA","NA","1926","1925","NA","NA","NA","NA","72","NA","NA","NA",48685,"3",18,"1","9.1243"
"2005","SE",486921,722.536496350365,"1169.49","2","2005","80","2",1953,"2","2","1","SE","2","NA","5","2","NA","NA","NA","NA","NA","6","NA","12","0","NA",,"NA","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA",26,0,0,22919,0,0,0,0,0,0,0,0,0,0,0,1,"390.53","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA",48692,"2",51,"4","9.1243"
"2005","SE",486922,722.536496350365,"1215","4","2005","90","3",1952,"1","1","1","SE","2","NA","1","1","NA","NA","NA","NA","3","8","40","12","12","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","3","NA","NA",0,0,0,38026,0,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","5","NA","2","NA","1","NA","NA",48692,"3",52,"1","9.1243"
"2005","SE",486961,722.536496350365,"NA","4","2005","90","3",1953,"1","1","3","SE","1","NA","3","1","NA","2","NA","1","NA","8","NA","0","0","NA","b-e","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","2","NA","2","NA",0,0,0,29317,5101,0,0,0,0,0,0,0,0,0,0,1,"629.935","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",48696,"2",51,"1","9.1243"
"2005","SE",486962,722.536496350365,"NA","1","2005","85","3",1953,"2","2","1","SE","2","NA","2","8","NA","NA","2","NA","NA","9","20","0","0","NA",,"NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","3","2","NA","2","NA",63,0,0,12090,0,0,0,0,0,0,0,0,0,0,0,1,"584.745","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",48696,"2",51,"1","9.1243"
"2005","SE",487291,722.536496350365,"NA","3","2005","65","3",1944,"2","2","1","SE","2","NA","3","3","NA","NA","NA","NA","3","4","NA","12","0","NA",,"NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","1","NA","NA","1","NA",0,0,0,0,0,0,0,0,0,28988,0,0,1019,0,0,1,"609.57","NA","1925","1930","NA","NA","NA","NA","NA","1","NA","4",48729,"2",60,"1","9.1243"
"2005","SE",487292,722.536496350365,"1169.49","1","2005","80","4",1945,"1","2","2","EU","2","NA","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","g","NA","13","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",0,0,0,39216,209,658,149,0,0,0,0,0,0,0,0,1,"255.25","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",48729,"2",59,"1","9.1243"
"2005","SE",487581,722.536496350365,"1319.57","3","2005","45","4",1932,"1","2","1","SE","2","NA","1","5","NA","NA","NA","NA","NA",,"NA","12","0","NA",,"NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","2","2","NA","NA","NA",0,0,0,126,0,0,1405,0,10284,0,11637,0,0,0,0,1,"NA","1","1926","NA","NA","NA","NA","NA","NA","NA","NA","NA",48758,"3",72,"1","9.1243"
"2005","SE",487582,722.536496350365,"1276.25","4","2005","90","1",1936,"2","2","2","SE","2","NA","1","5","NA","NA","NA","NA","2",,"40","0","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",0,0,0,0,0,263,0,0,0,0,20172,0,0,0,0,1,"585.795","NA","1925","1934","NA","2","NA","NA","NA","NA","NA","NA",48758,"2",68,"1","9.1243"
"2005","SE",487671,722.536496350365,"1171.59","2","2005","61","3",1942,"2","2","1","SE","2","NA","3","1","NA","NA","2","NA","3","3","40","0","0","NA",,"NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","6","2","NA",0,0,0,32739,0,0,-4072,0,0,0,0,0,0,0,0,1,"590.54","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA",48767,"2",62,"1","9.1243"
"2005","SE",487672,722.536496350365,"1171.59","3","2005","90","3",1947,"1","1","3","SE","2","NA","3","1","NA","NA","NA","NA","3","8","25","12","0","NA","f","NA","12","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","2","NA",0,395,0,40569,0,0,0,0,0,0,0,0,1964,0,0,1,"390.53","NA","NA","NA","NA","5","NA","NA","NA","6","23","3",48767,"2",57,"4","9.1243"
"2005","SE",488181,722.536496350365,"NA","4","2005","50","4",1967,"1","2","3","SE","2","NA","3","1","NA","NA","2","NA","3","5","NA","1","0","NA","h","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","NA","NA",158,0,0,37702,0,0,0,0,0,0,0,0,0,0,0,1,"584.745","1","NA","NA","NA","1","NA","NA","34","1","NA","NA",48818,"2",37,"NA","9.1243"
"2005","SE",488261,722.536496350365,"NA","4","2005","85","3",1957,"2","5","2","SE","2","NA","3","1","NA","NA","NA","NA","3","5","37","12","0","NA","b-e","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA",0,0,0,20405,119,339,0,0,0,0,0,0,9515,0,0,1,"585.795","NA","1935","1925","NA","NA","1","NA","NA","NA","NA","5",48826,"2",47,"1","9.1243"
"2005","SE",488262,722.536496350365,"NA","3","2005","60","1",1955,"1","2","3","SE","2","NA","5","1","NA","NA","NA","NA","NA","3","NA","12","0","NA","l-n","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","2","NA","NA","2","NA",0,0,0,0,0,132,0,0,0,0,0,0,0,0,19516,1,"562.495","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA",48826,"2",49,"1","9.1243"
"2005","SE",488651,722.536496350365,"1169.49","1","2005","90","1",1978,"1","1","3","SE","2","NA","2","2","NA","NA","2","NA","3","2","26","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",48865,"2",26,"1","9.1243"
"2005","SE",488652,722.536496350365,"1171.59","3","2005","60","1",1982,"2","1","3","SE","2","NA","3","1","NA","NA","2","NA","3","5","NA","0","0","NA","g","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA","2","NA",0,0,0,8856,9,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",48865,"2",22,"3","9.1243"
"2005","SE",488911,722.536496350365,"1319.57","2","2005","NA","2",1952,"2","1","1","SE","2","NA","2","6","NA","NA","NA","NA","3",,"40","12","0","NA",,"NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","2","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,24444,0,1,"635.96","NA","1928","1931","NA","NA","NA","1","NA","NA","NA","4",48891,"3",52,"1","9.1243"
"2005","SE",488912,722.536496350365,"NA","2","2005","70","4",1949,"1","2","1","SE","2","NA","5","1","NA","NA","2","NA","3","0 - 1","40","12","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","2","NA","2","7",0,0,0,30715,0,0,0,0,0,0,0,0,0,0,0,1,"1271.92","NA","1925","1952","NA","NA","NA","NA","NA","1","NA","2",48891,"2",55,"1","9.1243"
"2005","SE",489511,722.536496350365,"1124.99","2","2005","75","4",1941,"2","2","3","SE","2","NA","3","6","NA","NA","NA","NA","1",,"40","4","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","6",0,0,0,0,0,303,0,0,0,0,0,0,7493,16266,0,1,"1276.25","NA","1925","NA","NA","5","NA","1","NA","1","NA","NA",48951,"2",63,"2","9.1243"
"2005","SE",489512,722.536496350365,"1259.87","4","2005","65","2",1938,"1","2","2","SE","2","NA","3","5","NA","NA","NA","NA","3","7","40","12","0","NA",,"NA","13","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","NA","NA","NA","1",0,0,0,0,0,0,0,0,0,0,24834,0,0,0,0,1,"419.9567","NA","NA","1944","NA","NA","NA","NA","NA","NA","NA","5",48951,"2",66,"1","9.1243"
"2005","SE",489591,722.536496350365,"NA","3","2005","50","1",1924,"2","4","3","SE","2","NA","3","5","NA","NA","2","NA","3","5","NA","0","0","NA","f","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",0,300,0,0,0,0,0,0,128,0,6492,0,0,0,0,1,"396.3133","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",48959,"2",80,"1","9.1243"
"2005","SE",489592,722.536496350365,"1319.57","4","2005","90","2",1924,"1","2","2","SE","2","NA",,"5","NA","NA","2","NA","NA",,"NA","12","12","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","2","2","NA",0,280,0,55,0,281,57,0,1014,0,9817,0,0,0,0,1,"635.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","82","4",48959,"3",80,"1","9.1243"
"2005","SE",489911,722.536496350365,"NA","4","2005","60","1",1924,"2","4","2","SE","2","NA","1","5","NA","NA","1","NA","3","5","NA","12","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","8","NA","NA",0,0,0,0,0,0,0,0,0,0,18019,0,0,0,0,1,"585.795","NA","1934","NA","NA","NA","2","1","NA","NA","NA","NA",48991,"2",80,"1","9.1243"
"2005","SE",489912,722.536496350365,"NA","2","2005","90","2",1928,"1","1","1","SE","1","NA",,"5","NA","NA","NA","NA","NA",,"28","0","0","NA",,"NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","2","NA",0,0,0,0,0,0,0,0,0,973,5424,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA",48991,"2",76,"3","9.1243"
"2005","SE",489981,722.536496350365,"1184.6","4","2005","60","1",1953,"2","4","3","SE","2","4","3","1","NA","NA","2","NA","NA","8","NA","0","0","NA","b-e","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","1","NA","NA","NA",0,0,0,67,0,0,0,0,0,4915,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",48998,"2",51,"3","9.1243"
"2005","SE",489982,722.536496350365,"1184.35","2","2005","60","3",1954,"2","2","1","SE","2","NA","2","2","NA","NA","NA","NA","3","3","40","4","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","2","NA",473,0,0,30240,0,658,0,0,0,0,0,0,0,0,0,1,"562.495","1","1942","1932","NA","NA","NA","2","NA","NA","NA","NA",48998,"3",50,"3","9.1243"
"2005","SE",490031,722.536496350365,"1171.59","2","2005","60","2",1933,"1","2","1","SE","2","NA","3","5","NA","NA","NA","NA","3","5","27","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","NA","NA",0,0,0,0,0,132,0,0,4576,0,16186,0,0,0,0,1,"1184.35","1","1925","1928","NA","NA","NA","2","NA","1","NA","NA",49003,"3",71,"1","9.1243"
"2005","SE",490032,722.536496350365,"NA","3","2005","49","2",1938,"2","2","1","SE","2","NA","5","5","NA","NA","NA","NA","3",,"30","12","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","2","8","2","NA",0,0,0,0,0,1986,3563,0,713,0,19964,0,0,0,0,1,"1124.99","1","NA","NA","NA","4","NA","1","NA","NA","NA","NA",49003,"2",66,"1","9.1243"
"2005","SE",490091,722.536496350365,"NA","3","2005","60","1",1960,"2","5","3","SE","2","NA","3","1","NA","NA","2","NA","3","8","40","12","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",0,263,0,24710,0,0,0,0,0,0,0,0,1205,0,0,1,"393.6933","NA","1925","1935","NA","NA","2","2","NA","NA","NA","NA",49009,"2",44,"3","9.1243"
"2005","SE",490111,722.536496350365,"NA","1","2005","55","1",1987,"1","1","3","SE","1","NA","2","4","NA","NA","NA","NA","NA",,"40","3","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",49011,"2",17,"3","9.1243"
"2005","SE",490112,722.536496350365,"1276.25","3","2005","90","1",1957,"2","2","1","SE","2","5","3","2","NA","1","NA","NA","3","5","NA","12","0","NA",,"NA","11","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA",83,0,0,9005,0,0,0,0,0,8300,0,0,0,2859,0,1,"300.7025","NA","NA","1925","NA","NA","3","NA","NA","NA","NA","NA",49011,"2",47,"2","9.1243"
"2005","SE",490151,722.536496350365,"1219.14","4","2005","60","3",1942,"2","5","2","SE","2","NA","3","1","NA","NA","2","NA","3","3","NA","12","0","NA",,"NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",0,0,0,23424,0,0,0,0,0,0,0,0,11021,0,0,1,"292.3725","1","1947","NA","NA","NA","NA","1","NA","1","NA","5",49015,"2",62,"1","9.1243"
"2005","SE",490152,722.536496350365,"NA","2","2005","80","1",1942,"1","2","1","SE","2","NA","2","1","NA","NA","NA","NA","3","4","5","NA","0","NA","i","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA",796,156,0,22959,0,0,0,0,0,0,0,8680,0,0,0,1,"292.3725","NA","1931","1925","NA","NA","2","1","NA","1","NA","2",49015,"3",62,"1","9.1243"
"2005","SE",490221,722.536496350365,"1259.87","1","2005","NA","3",1951,"1","1","2","SE","2","NA","3","2","NA","NA","2","NA","NA","7","20","0","12","NA","f","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","1","2","2","NA","2","NA",0,283,0,8226,0,0,0,0,0,0,0,0,11525,0,0,1,"1293.44","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA",49022,"3",53,"1","9.1243"
"2005","SE",490222,722.536496350365,"1219.14","3","2005","60","4",1951,"2","2","1","SE","2","NA","3","2","NA","NA","2","NA","3","5","40","0","12","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","NA","NA",0,55,0,19585,0,0,0,0,0,0,0,0,0,0,0,1,"607.5","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",49022,"3",53,"1","9.1243"
"2005","SE",490401,722.536496350365,"1051.93","1","2005","60","1",1942,"1","5","3","SE","2","NA","3","1","NA","NA","NA","NA","3","3","40","12","0","NA",,"NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","2","NA","NA","NA",0,0,0,9062,5254,0,-720,0,2053,0,28427,0,0,0,0,1,"1169.49","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",49040,"2",62,"1","9.1243"
"2005","SE",490402,722.536496350365,"1215","3","2005","59","4",1945,"2","2","3","SE","2","NA","3","5","NA","NA","2","NA","3",,"40","4","0","NA",,"NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","1","NA","1","NA",0,0,0,25257,0,0,402,0,0,0,0,0,0,0,0,1,"1169.49","1","NA","NA","NA","1","1","1","NA","NA","NA","5",49040,"2",59,"1","9.1243"
"2005","SE",490421,722.536496350365,"NA","4","2005","90","4",1964,"2","2","2","SE","2","NA","5","1","NA","1","2","NA","NA","0 - 1","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","1","NA",0,0,0,445,0,44,0,0,0,0,0,0,6068,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",49042,"2",40,"3","9.1243"
"2005","SE",490541,722.536496350365,"1271.92","4","2005","85","1",1937,"2","2","1","SE","1","NA","3","5","NA","1","NA","NA","NA","2","NA","2","1","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","1","NA","NA","2","NA",40,1875,0,27,0,0,0,0,0,0,13315,0,0,0,0,1,"1169.49","2","NA","1956","NA","NA","NA","1","NA","NA","NA","NA",49054,"3",67,"2","9.1243"
"2005","SE",490542,722.536496350365,"1319.57","4","2005","60","3",1936,"1","2","1","SE","2","NA","5","5","NA","1","NA","NA","NA",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","1","NA","1","NA",0,0,0,0,0,0,0,0,0,0,15651,0,0,0,0,1,"NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",49054,"2",68,"4","9.1243"
"2005","SE",490741,722.536496350365,"NA","4","2005","35","3",1977,"2","1","2","SE","1","NA","4","4","NA","NA","2","NA","NA",,"40","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","2","NA",0,1414,0,1457,0,0,0,0,0,0,0,0,0,0,1332,1,"NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA",49074,"3",27,"1","9.1243"
"2005","SE",490742,722.536496350365,"1259.87","3","2005","42","3",1974,"1","1","2","SE","2","NA","5","1","NA","NA","NA","NA","3","5","20","12","0","NA","g","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA","2","NA",0,0,0,27695,0,0,0,0,0,0,0,0,0,0,0,1,"423.9733","NA","NA","1925","NA","5","2","NA","NA","1","NA","3",49074,"2",30,"1","9.1243"
"2005","SE",490831,722.536496350365,"1173.25","4","2005","50","2",1929,"1","2","1","SE","2","NA",,"5","NA","NA","NA","NA","3",,"NA","12","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","2","NA","2","1",178,0,0,0,0,0,0,0,0,0,21663,0,0,0,0,1,"629.935","1","NA","NA","NA","NA","1","NA","NA","1","51","NA",49083,"2",75,"1","9.1243"
"2005","SE",490832,722.536496350365,"1171.59","1","2005","NA","4",1934,"2","5","2","SE","2","NA","1","5","NA","1","NA","NA","NA","9","30","0","0","NA",,"NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,132,0,0,0,55,0,0,0,0,12498,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",49083,"2",70,"2","9.1243"
